微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IrQiD8iox,【最新通报：浙江省新增确诊病例132例，其中杭州新增18例，温州新增58例】2020年1月29日0-24时，浙江省报告新型冠状病毒感染的肺炎新增确诊病例132例。其中：新增确诊病例中，杭州市18例、宁波市21例、温州市58例、嘉兴市2例、金华市7例、衢州市2例、台州市24例；新增重症病例中，杭州市3例、温州市3例、绍兴市2例、金华市2例、台州市2例。截至1月29日24时，浙江省累计报告新型冠状病毒感染的肺炎确诊病例428例，重症病例54例，出院病例4例。最新通报：浙江省新增确诊病例132例，其中杭州新增18例，温州新增58例                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbebc7ylfnj20dc05n767.jpg,无,无,2020-01-30 09:07,微博 weibo.com,132,27,94
IrQgDiQym,【杭州疫情两个“首现”意味着什么？接下来防控形势会不会更严峻？都市快报独家专访李兰娟院士】1月28日杭州市新增的19例新确诊病例，首次出现了无症状病例和“尚未找到明确的感染来源”病例。市卫健委回应，杭州3例尚未明确感染来源病例都与武汉有关，其中一名是网约车司机！这两个“首现”到底意味着什么？接下来防控形势会不会更严峻？昨天，快报记者独家专访了李兰娟院士→杭州疫情两个“首现”意味着什么？接下来防控形势会不会更严峻？都市快报独家专访李兰娟院士                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbeb7lf5t7j20k00dcahp.jpg,无,无,2020-01-30 09:02,微博 weibo.com,69,31,24
IrPPc9zks,【全国新增确诊1737例，累计确诊新型肺炎7711例】1月29日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1737例（西藏首例确诊病例），新增重症病例131例，新增死亡病例38例（湖北37例、四川1例），新增治愈出院病例21例，新增疑似病例4148例。截至1月29日24时，国家卫生健康委收到31个省（自治区、直辖市）和新疆生产建设兵团累计报告确诊病例7711例，现有重症病例1370例，累计死亡病例170例，累计治愈出院病例124例，共有疑似病例12167例。目前累计追踪到密切接触者88693人，当日解除医学观察2364人，共有81947人正在接受医学观察。累计收到港澳台地区通报确诊病例25例：香港特别行政区10例、澳门特别行政区7例、台湾地区8例。全国新增确诊1737例，累计确诊新型肺炎7711例                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbe99dbiy4j20jy08e45w.jpg,无,无,2020-01-30 07:54,微博 weibo.com,36,6,24
IrMuVvB6q,【新冠病毒人会传染给宠物吗？宠物会传染给人吗？白岩松连线李兰娟院士】今晚，央视《新闻1+1》连线中国工程院院士、国家卫健委高级别专家组成员李兰娟，提出了几个网友关注的几个问题：1、新冠肺炎确诊病例超过非典，是否说明疫情比非典严重？2、病人康复后是否会二次感染？3、人会传染宠物吗？宠物染病后会传染人吗？一起来看李兰娟院士的回答。新冠病毒人会传染给宠物吗？宠物会传染给人吗？刚刚，白岩松连线李兰娟院士            [组图共3张]    原图                            ,无,无,无,2020-01-29 23:26,微博 weibo.com,172,22,60
IrM0GlVHP,#岩松帮你问#【#专家回应康复后是否会二次感染#】李兰娟：康复的病人会产生一种抗体。一般来讲，有了抗体之后，不太会再感染。央视新闻的微博视频 ,无,"http://f.video.weibocdn.com/001R6mrBlx07AxFzoWak010412003w5v0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584943118&ssig=ZO6IlySgqo&KID=unistore,video",无,2020-01-29 22:11,专业版微博,34,7,14
IrM00lzVF,【好消息！#金银潭医院院长夫人痊愈#】武汉市金银潭医院院长张定宇：非常幸运，我的妻子已经经过两次核酸检测，两次都是阴性，今天已经康复出院。感谢大家的关心！ 央视新闻的微博视频 ,无,"http://f.video.weibocdn.com/003O4Dzylx07AxG6PaEo01041200fgFz0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584943118&ssig=1zi1WeRe0B&KID=unistore,video",无,2020-01-29 22:10,专业版微博,143,14,13
IrLOZvbBj,【浙大一院已有4例确诊病人由重症转为轻症！盛吉芳教授：轻症患者建议也要隔离治疗】截至今天，浙江省已有3例确诊病例治愈出院，还有1例患者在浙大一院缙云分院接受隔离治疗后，已治愈等待出院。浙大一院感染病科主任、传染病诊治国家重点实验室副主任、浙江省诊治新冠肺炎专家组成员盛吉芳教授说：“...全文,无,无,无,2020-01-29 21:43,专业版微博,113,15,12
IrLNn1lMI,【湖北“囧妈”春节“杭州历险记”】1月22日，马女士从襄阳赶来杭州接女儿回家，谁知传来武汉“封城”的消息。让老公开车来接，谁知老公刚下高速就被“截留”…最终，母女俩被要求隔离14天。“这哪是隔离，分明是亲戚！“马女士说，洞桥镇的观察点环境优美，设施到位，工作人员是发自真心的照顾自己。“希望女儿如愿考进中国美院，留在这座温暖的城市！”湖北“囧妈”春节“杭州历险记”            [组图共9张]    原图                            ,"http://ww4.sinaimg.cn/large/6e1fdf79ly1gbdrgv9zmej20k00zfjvj.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gbdrgvcio3j20k00signk.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gbdrgvb0hzj20k00kdwgw.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gbdrgvbddgj20k00o90u4.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gbdrgvbghuj20k00aa0tr.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gbdrgvcuirj20k00rn779.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbdrgvdc3xj20k00cl75w.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gbdrgvf7fvj20k00evdgu.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gbdrgvewruj20k00c9q3x.jpg",无,无,2020-01-29 21:39,微博 weibo.com,118,8,20
IrLvgt4hE,【疫情初期8武汉市民称“出现SARS”被约谈，流行病学专家曾光：我们事后评论，可以给他们很高的评价，他们是事前诸葛亮】29日晚，环球时报总编辑胡锡进对话中国疾控中心流行病学首席科学家曾光，提及早前8名武汉市民，曾光给出很高的评价；他们是事前诸葛亮，但是科学讲究相信证据，做出判断得拿出依据。疫情初期8武汉市民称“出现SARS”被约谈，流行病学专家曾光：我们事后评论，可以给他们很高的评价，他们是事前诸葛亮                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbdq6hy5k9j20k00bb74p.jpg,无,无,2020-01-29 20:54,微博 weibo.com,183,9,45
IrLu10OFT,【转扩！#关于新冠肺炎的100条科学信息#】当前，疫情防控正处于关键期，一些不准确的信息和谣言时有出现，为防疫抗疫工作带来困扰。关于疫情，有哪些最新的进展？日常的防护有哪些误区？使用口罩有哪些注意事项…关于新冠肺炎的100条科学信息，你必须知道↓↓关于新冠肺炎的100条科学信息 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbdq3baewij20j64bc4p4.jpg,无,无,2020-01-29 20:51,微博 weibo.com,26,19,2
IrLjhgQLV,【急寻！21日山西运城到河津晋M81593乘客】山西万荣县新型冠状病毒感染的肺炎疫情防控指挥部提示：1月21日中午12时至13时，从运城市中心汽车站发往河津的客车（晋M81593），乘车人员中发现新型冠状病毒感染的肺炎患者，此人在通化镇下车。所有乘车人员请自觉进行居家观察，密切关注自身健康状况，如出现相关症状及时上报！急寻！21日山西运城到河津晋M81593乘客                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbdpbtz93jj20k008g78a.jpg,无,无,2020-01-29 20:24,专业版微博,24,16,3
IrLaGvshc,【阿里巴巴等多个企业响应市场监管总局“保价格保质量保供应”行动】市场监管总局今天启动“保价格、保质量、保供应”系列行动。市场监管总局局长、党组书记肖亚庆现场在会上视频连线企业，表示企业承诺保价格、保质量、保供应，有利于疫情防控期间全社会稳定预期、增强信心、同舟共济、凝聚形成疫情防控全社会合力。包括阿里巴巴在内的多个企业共同发出“三保行动，让我们一起出发”的倡议。 据悉，疫情爆发后，阿里设立10亿元医疗物资供给专项基金，海内外直采医疗物资，免费捐赠给武汉及湖北医疗机构。            [组图共9张]    原图                            ,"http://ww1.sinaimg.cn/large/6e1fdf79ly1gbdope916jj20m80gon0o.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbdopgh3twj20ly2zh1kx.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gbdopi2uv5j20k00zkq7n.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gbdopjtswbj20zk0qogoc.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gbdoplmk4kj20zk0qoti1.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gbdopn84wej20ku0fmdi9.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gbdopp48qtj20u01161kx.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gbdopqaij7j208208y0v4.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbdopsdckjj20u019w7wi.jpg",无,无,2020-01-29 20:03,专业版微博,26,3,5
IrzW0nKn2,【全市入杭通道防疫检查今天启动！2月9日前杭州不错峰限行！萧山区没有二次传染病例】下午2:30，杭州举行疫情防控工作第二次新闻发布会。截至1月27日24时，全市累计确诊病例32例，重症8例，均在重点医疗机构救治。全市入杭通道防疫检查今天启动，2月9日前，杭州不错峰限行，西湖景区不实行单双号限行。萧山暂时关闭各类公共场所1201家，303家培训机构全部暂停，目前，萧山无二次传染病例，三例体温恢复稳定，一例明显好转。全市入杭通道防疫检查今天启动！2月9日前杭州不错峰限行！萧山区没有二次传染病例            [组图共3张]    原图                            ,无,无,无,2020-01-28 15:27,专业版微博,30,9,9
IrzGPvM6g,【揉眼睛就可能感染？专家：病毒可能通过接触传播，勤洗手减少感染风险】今天，国家卫健委就疫情防控召开新闻发布会，北京地坛医院感染性疾病诊疗与研究中心首席专家李兴旺表示，这个病毒可能会通过接触传播，你的手如果没有注意污染到病毒了，揉眼睛可能会造成感染，因此要戴口罩、勤洗手，这样对减少传播，减少个人感染的风险很有帮助。揉眼睛就可能感染？北京地坛医院专家李兴旺：病毒可能通过接触传播，勤洗手减少感染风险                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbc9hg4wuzj20k00bc0zm.jpg,无,无,2020-01-28 14:50,微博 weibo.com,18,11,6
IrzyIh5zp,【太阳终于上岗！杭州明天出太阳，一直晴到年初八】从猪年盼到鼠年，明天开始，杭州天气终于转好，久违的太阳或将在杭城大方露脸。更让人欣慰的是，这次，太阳会在杭州多留几日，未来几天，一直到2月1日（正月初八），杭州都是晴或多云天气，直到初九天气才会转阴。太阳明天来杭州，一直待到年初八 原图,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbc93t71eij20k00bwt9a.jpg,无,无,2020-01-28 14:30,微博 weibo.com,37,9,9
IrzoZezli,【杭州多家银行网点调整营业时间，如需办理业务推荐线上渠道】快报记者从杭州多家银行了解到，杭州市内，除了个别支行、网点，其他都将推迟至2月3日营业。1月29日至2月2日，杭州每家银行至少保留一个网点对外营业，其余网点休业，营业时间为10点-16点。杭州多家银行网点调整营业时间，如需办理业务推荐线上渠道 原图,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbc8slyiwjj20j608amy4.jpg,无,无,2020-01-28 14:06,微博 weibo.com,20,7,6
